region,match_time,team1,team1acro,team2,team2acro,game_ids,game_hashes,match_url
CBLOL,2019-07-13T17:00:00.000+0000,CNB e-Sports Club,CNB,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=bad607e7-3ba0-4c5b-afcb-62efdbef6db0
CBLOL,2019-07-13T18:00:00.000+0000,INTZ e-Sports Club,ITZ,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=7c605f86-a8ef-4eae-82d0-d2ed0163dbba
CBLOL,2019-07-13T19:00:00.000+0000,paiN Gaming,PNG,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=db6c9a45-8984-4482-9215-d167de7d05e5
CBLOL,2019-07-14T16:00:00.000+0000,Uppercut Esports,UP,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=bca13e2b-44ff-47ca-ba27-7f1b804d007d
CBLOL,2019-07-14T17:00:00.000+0000,CNB e-Sports Club,CNB,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=2c49a711-8f1d-4867-a2cc-1049577e6321
CBLOL,2019-07-14T18:00:00.000+0000,INTZ e-Sports Club,ITZ,paiN Gaming,PNG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=36f1ac70-8db1-4b5d-be3b-9107f0072290
CBLOL,2019-07-14T19:00:00.000+0000,Team oNe e-Sports,ONE,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=6fa6858d-c7e4-43a1-b82a-bbd38778405b
CBLOL,2019-07-20T16:00:00.000+0000,INTZ e-Sports Club,ITZ,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=3d7838f8-ffb7-4ce0-a7a0-b3188aa8edcc
CBLOL,2019-07-20T17:00:00.000+0000,CNB e-Sports Club,CNB,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=6ef4c595-f80b-4677-9b80-5a193ae8660a
CBLOL,2019-07-20T18:00:00.000+0000,KaBuM! e-Sports,KBM,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=8bf87883-f806-4031-a7f7-b9b701c2e3a8
CBLOL,2019-07-20T19:00:00.000+0000,paiN Gaming,PNG,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=65dd38cf-608b-4a50-913a-423a27680ba0
CBLOL,2019-07-21T16:00:00.000+0000,Team oNe e-Sports,ONE,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=9e878387-7851-4e99-b4f1-49ed1e1bfe4c
CBLOL,2019-07-21T17:00:00.000+0000,INTZ e-Sports Club,ITZ,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=969b46fd-e974-4211-b31c-7d266d22f913
CBLOL,2019-07-21T18:00:00.000+0000,KaBuM! e-Sports,KBM,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=faaa2d00-aeb4-4eb9-9294-6e9c6ec62271
CBLOL,2019-07-21T19:00:00.000+0000,paiN Gaming,PNG,CNB e-Sports Club,CNB,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=8c558cde-0d54-4043-86de-7b17fa6f2b58
CBLOL,2019-07-27T16:00:00.000+0000,CNB e-Sports Club,CNB,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=de3e40dd-aa29-47fc-a0ce-fb927f58a064
CBLOL,2019-07-27T17:00:00.000+0000,INTZ e-Sports Club,ITZ,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=140d10da-095b-40e8-86fd-09eee109378f
CBLOL,2019-07-27T18:00:00.000+0000,paiN Gaming,PNG,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=b16ee68e-c482-4fd7-98dd-dc8aa9babb48
CBLOL,2019-07-27T19:00:00.000+0000,Team oNe e-Sports,ONE,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=40b28a8f-c7a8-4f05-9e77-d75f7e75f370
CBLOL,2019-07-28T16:00:00.000+0000,KaBuM! e-Sports,KBM,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=3cac679b-21e4-49fd-b711-93b83222e83c
CBLOL,2019-07-28T17:00:00.000+0000,paiN Gaming,PNG,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=1e683515-9ed3-48fb-b171-fe2765881acb
CBLOL,2019-07-28T18:00:00.000+0000,INTZ e-Sports Club,ITZ,CNB e-Sports Club,CNB,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=6792e4c6-dce1-44de-b766-e7a7eaf60a2c
CBLOL,2019-07-28T19:00:00.000+0000,Flamengo eSports,FLA,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=d35675c0-57aa-4205-9919-676f219a5d07
CBLOL,2019-08-03T16:00:00.000+0000,CNB e-Sports Club,CNB,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=f16ac684-6cb9-454c-b4d5-974d711a36cc
CBLOL,2019-08-03T17:00:00.000+0000,KaBuM! e-Sports,KBM,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=608be9be-04f1-4112-ac38-b39be3292439
CBLOL,2019-08-03T18:00:00.000+0000,paiN Gaming,PNG,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=41ef5244-a302-42ee-9878-006a66587fcb
CBLOL,2019-08-03T19:00:00.000+0000,INTZ e-Sports Club,ITZ,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=a04949d4-f019-4648-9e99-f2ca12ca88cf
CBLOL,2019-08-04T16:00:00.000+0000,paiN Gaming,PNG,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=e0daf1e0-da8b-4427-a2f4-44aea15a894d
CBLOL,2019-08-04T17:00:00.000+0000,CNB e-Sports Club,CNB,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=cff2d3be-2dd3-466c-a2f8-bbe1e5763691
CBLOL,2019-08-04T18:00:00.000+0000,INTZ e-Sports Club,ITZ,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=ee8f5115-c22f-4d65-98b9-42fb1beb78ab
CBLOL,2019-08-04T19:00:00.000+0000,Flamengo eSports,FLA,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=206e5953-ad61-4bee-9913-0d895a08b6a9
CBLOL,2019-08-10T16:00:00.000+0000,Uppercut Esports,UP,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=ee797c12-919c-4582-9cba-8e6ed4dd1066
CBLOL,2019-08-10T17:00:00.000+0000,Team oNe e-Sports,ONE,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=7f9ee12e-fa01-491f-a28c-ce19d1df12d8
CBLOL,2019-08-10T18:00:00.000+0000,CNB e-Sports Club,CNB,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=b30ddbac-1096-443d-ac10-00ce589ccaea
CBLOL,2019-08-10T19:00:00.000+0000,INTZ e-Sports Club,ITZ,paiN Gaming,PNG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=975288c1-dc69-47e4-8f48-6f17ede3ba4d
CBLOL,2019-08-24T16:00:00.000+0000,,,,,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=4291f112-d158-42dd-8f9a-351a85924c54
CBLOL,2019-08-25T16:00:00.000+0000,,,,,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=f5e1ae6e-dad8-410d-ad30-1ae127054ecc
CBLOL,2019-09-07T16:00:00.000+0000,,,,,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=be4a8c70-7c95-4779-a122-099835088d38
,,,,,,,,
LMS,2019-06-13T08:00:00.000+0000,Hong Kong Attitude,HKA,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=6e1f6608-be1c-4d79-9cd9-74fb936401a6
LMS,2019-06-13T11:00:00.000+0000,ahq e-Sports Club,AHQ,Flash Wolves,FW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=5a78b164-0840-4968-9909-f76dcd40afe5
LMS,2019-06-14T08:00:00.000+0000,CTBC J Team,JT,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=8f0ec2c1-0637-4d1c-9faa-b4810ba5a257
LMS,2019-06-14T11:00:00.000+0000,Flash Wolves,FW,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=19706ee9-c0e5-42d3-923a-586741a63fc4
LMS,2019-06-15T08:00:00.000+0000,CTBC J Team,JT,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=09d47b45-e549-471a-8bf9-715eb336c6f9
LMS,2019-06-15T11:00:00.000+0000,Hong Kong Attitude,HKA,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=640909ce-62d3-408a-99c6-2122f2fdaca7
LMS,2019-06-21T08:00:00.000+0000,ahq e-Sports Club,AHQ,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=bf01767f-9192-44a9-a31d-d4cf417e91de
LMS,2019-06-21T11:00:00.000+0000,MAD Team,MAD,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=0ef58a45-c648-47c6-ab5c-5d1ad84b3ccb
LMS,2019-06-22T08:00:00.000+0000,CTBC J Team,JT,Flash Wolves,FW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=a26862ab-6c5f-4a5c-9bd7-4f537a75eb78
LMS,2019-06-22T11:00:00.000+0000,Hong Kong Attitude,HKA,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=ff2fe720-f40b-4e5e-aced-b6a2036fbac9
LMS,2019-06-23T08:00:00.000+0000,Flash Wolves,FW,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=0e75e459-7c8a-4dad-86e4-f663c0629e6b
LMS,2019-06-23T11:00:00.000+0000,ahq e-Sports Club,AHQ,CTBC J Team,JT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=c060cfd8-40e4-46d2-96b0-dbba6ce2e867
LMS,2019-06-28T08:00:00.000+0000,Hong Kong Attitude,HKA,Flash Wolves,FW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=e18dc8b1-2d71-4076-9561-2fa5588b3e2f
LMS,2019-06-28T11:00:00.000+0000,ahq e-Sports Club,AHQ,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=171cf7c7-06f4-4ed2-8a1d-08f1090bc453
LMS,2019-06-29T08:00:00.000+0000,Flash Wolves,FW,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=51fc7c57-6bcf-445a-b098-ec9d4fed8297
LMS,2019-06-29T11:00:00.000+0000,CTBC J Team,JT,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=262b994d-ff4a-4b39-bb34-1890c88ed6b2
LMS,2019-06-30T08:00:00.000+0000,G-Rex,GRX,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=0fc1a398-5c48-4088-926f-5706cfb98b11
LMS,2019-06-30T11:00:00.000+0000,ahq e-Sports Club,AHQ,Hong Kong Attitude,HKA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=dd852732-8b00-4d01-8952-d3640ce9b559
LMS,2019-07-12T08:00:00.000+0000,MAD Team,MAD,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=2ca25e22-1a86-42a5-8ed7-544b303d7e79
LMS,2019-07-12T11:00:00.000+0000,CTBC J Team,JT,Hong Kong Attitude,HKA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=034272a7-409d-4fbb-8c14-21fd822e3ba2
LMS,2019-07-13T08:00:00.000+0000,ahq e-Sports Club,AHQ,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=65cedfad-d07d-45dc-8322-f996bbf7e3be
LMS,2019-07-13T11:00:00.000+0000,Hong Kong Attitude,HKA,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=045d97a0-de01-4fce-97c6-5d61a60986d8
LMS,2019-07-14T08:00:00.000+0000,CTBC J Team,JT,Flash Wolves,FW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=1577dfea-56ad-4b4a-950b-c4bada80d636
LMS,2019-07-14T11:00:00.000+0000,ahq e-Sports Club,AHQ,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=08097917-6761-4b94-aba9-b9651af57ef9
LMS,2019-07-19T08:00:00.000+0000,ahq e-Sports Club,AHQ,CTBC J Team,JT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=48c49de7-42d8-4b87-8dc6-6dc4f86d5298
LMS,2019-07-19T11:00:00.000+0000,MAD Team,MAD,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=6f9f32e3-be18-417e-b074-5dd62b75cbe6
LMS,2019-07-20T08:00:00.000+0000,ahq e-Sports Club,AHQ,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=a2c71387-4fbe-4891-ab20-6c773d78e14b
LMS,2019-07-20T11:00:00.000+0000,Flash Wolves,FW,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=d4fe2013-e7b2-4521-ae85-3841360b540f
LMS,2019-07-21T08:00:00.000+0000,CTBC J Team,JT,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=1be52458-6861-4d3d-847c-7bf0e6bd731a
LMS,2019-07-21T11:00:00.000+0000,Hong Kong Attitude,HKA,Flash Wolves,FW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=d4370be8-c7b8-4bba-823d-ad5d16a5deac
LMS,2019-07-26T08:00:00.000+0000,Hong Kong Attitude,HKA,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=498bb1a3-76b3-4c09-abaf-8ae669605e8b
LMS,2019-07-26T11:00:00.000+0000,ahq e-Sports Club,AHQ,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=94d6d409-90ec-41e4-8518-c3e364b16d9b
LMS,2019-07-27T08:00:00.000+0000,ahq e-Sports Club,AHQ,Hong Kong Attitude,HKA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=32da5198-f3cb-4444-a51b-35dae467d127
LMS,2019-07-27T11:00:00.000+0000,Flash Wolves,FW,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=7c299dd0-f1bf-4393-8be1-9fc4ae63146e
LMS,2019-07-28T08:00:00.000+0000,G-Rex,GRX,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=106a0233-eb9a-4eb3-971a-46c02e5c6aa3
LMS,2019-07-28T11:00:00.000+0000,CTBC J Team,JT,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=b882e2a3-4204-426d-b7d0-cf7e257329cb
LMS,2019-08-02T08:00:00.000+0000,Hong Kong Attitude,HKA,MAD Team,MAD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=5a30b78c-c0bc-46ac-9008-5a86d5cd752b
LMS,2019-08-02T11:00:00.000+0000,CTBC J Team,JT,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=a2e12fa5-15f2-492f-8bc5-0ecf615a4670
LMS,2019-08-03T08:00:00.000+0000,CTBC J Team,JT,Hong Kong Attitude,HKA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=d99d0d02-5a90-46a8-b38c-c458f096cb7b
LMS,2019-08-03T11:00:00.000+0000,Flash Wolves,FW,Alpha Esports,ALF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=eb6cccc8-ea1a-46c2-8cb7-c094fca35fc1
LMS,2019-08-04T08:00:00.000+0000,ahq e-Sports Club,AHQ,Flash Wolves,FW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=42b1eb0a-c91c-4d2f-ba52-a3f8d0e7fade
LMS,2019-08-04T11:00:00.000+0000,MAD Team,MAD,G-Rex,GRX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=de9c5cf9-166e-4d08-b2a7-56d08051e97c&matchId=ee838f2d-dae4-454e-aa17-a23ba5eff4db
,,,,,,,,
TCL,2019-06-08T11:00:00.000+0000,Bahçeşehir SuperMassive,SUP,1907 Fenerbahçe Espor,FB,970403,a305a1e81702db72,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=c40b1ab3-21da-451f-903c-f0ecfb9419d7
TCL,2019-06-08T12:00:00.000+0000,Beşiktaş,BJK,Bursaspor Esports,BUR,970406,07e9683fb620c64d,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=ee90d5bc-6d50-4255-a442-177d718ae144
TCL,2019-06-08T13:00:00.000+0000,Dark Passage,DP,GALAKTICOS,GAL,970416,d35579cc03cfc445,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=618bfd0e-2c47-4215-80e3-50ec85e08a5c
TCL,2019-06-08T14:00:00.000+0000,Galatasaray Espor,GS,İstanbul Wildcats,IW,970429,bc2f1de21e02dcc9,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=84e21eab-ca8f-4567-87db-e2806ad48d6e
TCL,2019-06-08T15:00:00.000+0000,Doğuş Üni Aurora,AUR,Royal Youth,RYL,970442,10a7de0366651226,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=61dca899-fdf7-4e22-8834-aca9c53a70ca
TCL,2019-06-09T11:00:00.000+0000,GALAKTICOS,GAL,Beşiktaş,BJK,970490,4f3c555d1f6c66eb,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=0b64d4ba-ec4a-4e7b-9223-0d6675df17be
TCL,2019-06-09T12:00:00.000+0000,1907 Fenerbahçe Espor,FB,Bursaspor Esports,BUR,970507,42decb6be4aa3287,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=468542cc-d5bf-4d79-a747-2fc822daf6c0
TCL,2019-06-09T13:00:00.000+0000,Bahçeşehir SuperMassive,SUP,Royal Youth,RYL,970516,b1673836bd333f81,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=ec62428a-98ef-48e1-8f18-46082e0c9758
TCL,2019-06-09T14:00:00.000+0000,Doğuş Üni Aurora,AUR,İstanbul Wildcats,IW,970528,427389d76a84883f,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=2b57b7e6-1a0f-4b54-babd-6918afcea6b3
TCL,2019-06-09T15:00:00.000+0000,Dark Passage,DP,Galatasaray Espor,GS,970541,ff3f4a04619eb406,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=39f77788-14a2-4ac3-a51c-638f0de0f470
TCL,2019-06-15T11:00:00.000+0000,1907 Fenerbahçe Espor,FB,Royal Youth,RYL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=ff098ac3-8a24-466e-b81d-0daf5bcecb11
TCL,2019-06-15T12:00:00.000+0000,Bahçeşehir SuperMassive,SUP,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=d8fde4e3-67f5-4c6b-9f73-e1ec819a31d1
TCL,2019-06-15T13:00:00.000+0000,Galatasaray Espor,GS,Beşiktaş,BJK,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=64b84900-7081-4b89-93ba-5abd9dcae400
TCL,2019-06-15T14:00:00.000+0000,Dark Passage,DP,Doğuş Üni Aurora,AUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=2adab1c3-5e22-4772-808d-d1747182780b
TCL,2019-06-15T15:00:00.000+0000,GALAKTICOS,GAL,Bursaspor Esports,BUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=d3b51718-07ec-4366-9b25-0d46b7eab4c5
TCL,2019-06-16T11:00:00.000+0000,Doğuş Üni Aurora,AUR,Beşiktaş,BJK,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=fae4bafd-6863-449b-81ff-28a69a7f5056
TCL,2019-06-16T12:00:00.000+0000,Bahçeşehir SuperMassive,SUP,Dark Passage,DP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=7ad26128-ef56-46c5-b4a9-932afe4b0654
